track_id,dot_match_1,dot_score_1,dot_match_2,dot_score_2,dot_match_3,dot_score_3
TRAYJOF128F92F9EEA,TRFUJVJ128F426F2A2,9255.0,TRWSYHO128F4282346,8700.0,TRDPGXU128F9339C2A,7576.0
TRARKBB128F92E9468,TRFUJVJ128F426F2A2,983.0,TRYCBLK12903CE6A0E,770.0,TRIAELA128F149EEE6,764.0
TRFBXJZ128F92D25C0,TRFUJVJ128F426F2A2,2566.0,TRDPGXU128F9339C2A,2058.0,TRWSYHO128F4282346,2056.0
TRICXDK128F92CBC3C,TRFUJVJ128F426F2A2,5411.0,TRWSYHO128F4282346,5291.0,TRDPGXU128F9339C2A,4549.0
TRZNHJN128F4293FC2,TRFUJVJ128F426F2A2,8741.0,TRWSYHO128F4282346,7814.0,TRGLNKG128F9307689,6174.0
TRPKKZG128F92E495A,TRUEPSG128F149639E,665.0,TRXHMID128F42BA902,547.0,TROYGVY128E0788A36,456.0
TRVPPSC128F92EC9C2,TRFUJVJ128F426F2A2,3451.0,TRWSYHO128F4282346,3062.0,TRDPGXU128F9339C2A,2885.0
TRCJADX128F428D3E0,TRFUJVJ128F426F2A2,11300.0,TRWSYHO128F4282346,8604.0,TRDPGXU128F9339C2A,8578.0
TRKJKJV128F425E247,TRFUJVJ128F426F2A2,3223.0,TRWSYHO128F4282346,3098.0,TRDPGXU128F9339C2A,2489.0
TRXMQNH128F4287D61,TRFUJVJ128F426F2A2,10860.0,TRWSYHO128F4282346,10022.0,TREBGAA128E078FC52,9587.0
TRXXPYK128F14805B7,TRFUJVJ128F426F2A2,3709.0,TRWSYHO128F4282346,3303.0,TREBGAA128E078FC52,2926.0
TRGQFUZ128F92ED646,TRFUJVJ128F426F2A2,3180.0,TRQAWKR128F425EEC3,2376.0,TRDPGXU128F9339C2A,2150.0
TRPAJJF128F428D18A,TRANAPL128F42BA7D6,5075.0,TRFUJVJ128F426F2A2,4369.0,TRDPGXU128F9339C2A,4154.0
TRLPDIB128F42289CC,TRFUJVJ128F426F2A2,8660.0,TRWSYHO128F4282346,7165.0,TRUGLTC128F4227B93,6896.0
TRJTTMZ128F930924B,TRFUJVJ128F426F2A2,12190.0,TRWSYHO128F4282346,11738.0,TRDPGXU128F9339C2A,9832.0
TRKGGHK128F42999EF,TRFUJVJ128F426F2A2,4724.0,TRDPGXU128F9339C2A,4639.0,TRWSYHO128F4282346,3963.0
TRLTYLK128F92FE6FF,TRFUJVJ128F426F2A2,13754.0,TRWSYHO128F4282346,12861.0,TRDPGXU128F9339C2A,11876.0
TRNEGIP128F4296261,TRFUJVJ128F426F2A2,9339.0,TRWSYHO128F4282346,7408.0,TRDPGXU128F9339C2A,6578.0
TRUWOUE128F14867BF,TRFUJVJ128F426F2A2,2123.0,TRDPGXU128F9339C2A,1578.0,TRWSYHO128F4282346,1533.0
TRFJKWU12903CC37B1,TRWSYHO128F4282346,1492.0,TRFUJVJ128F426F2A2,1490.0,TRGLNKG128F9307689,1447.0
TRVEUUV128F428AB29,TRFUJVJ128F426F2A2,1348.0,TRDPGXU128F9339C2A,1270.0,TRFLWJZ128F425C9E4,1039.0
TRMZJSE12903D00E60,TRWSYHO128F4282346,5905.0,TRFUJVJ128F426F2A2,5816.0,TREBGAA128E078FC52,4893.0
TRIGZIY128F42348C1,TRFUJVJ128F426F2A2,2793.0,TRDPGXU128F9339C2A,2047.0,TRFLWJZ128F425C9E4,2012.0
TRZGUYI128F42368DF,TRFUJVJ128F426F2A2,5177.0,TRWSYHO128F4282346,4914.0,TRDPGXU128F9339C2A,4544.0
TRJQRJO12903D00E65,TRFUJVJ128F426F2A2,3802.0,TRWSYHO128F4282346,3555.0,TRDPGXU128F9339C2A,2908.0
TRQMNKZ12903D00E5B,TRDPGXU128F9339C2A,1452.0,TRCHZXW128E079288A,1366.0,TRFUJVJ128F426F2A2,1352.0
TRMZSJY128F4255BE9,TRFUJVJ128F426F2A2,1378.0,TRDPGXU128F9339C2A,1213.0,TRXHFMI128F429B2F2,1111.0
TRVQHEV128F4259AB2,TRFUJVJ128F426F2A2,4325.0,TRDPGXU128F9339C2A,4261.0,TRCHZXW128E079288A,3736.0
TRVMLEW128F425A82D,TRFUJVJ128F426F2A2,7461.0,TRWSYHO128F4282346,5484.0,TRQAWKR128F425EEC3,4925.0
TRWVZBZ128F1462E08,TRFUJVJ128F426F2A2,4526.0,TRDPGXU128F9339C2A,3248.0,TRWSYHO128F4282346,2679.0
TRQYGUV128F1462E01,TRFUJVJ128F426F2A2,5963.0,TRWSYHO128F4282346,4647.0,TRUGLTC128F4227B93,3760.0
TRBKLDM128F427D0DA,TRFUJVJ128F426F2A2,4386.0,TRDPGXU128F9339C2A,3217.0,TRWSYHO128F4282346,2976.0
TRKSDBX128F9345DC9,TRFUJVJ128F426F2A2,3517.0,TRDPGXU128F9339C2A,2586.0,TREBGAA128E078FC52,2339.0
TRMGOLR128F933A7DB,TRFUJVJ128F426F2A2,4185.0,TRKRVKD128F9327008,2796.0,TRFSCLD12903CD213F,2718.0
TRFNVPY128F92D2626,TRDPGXU128F9339C2A,3252.0,TRFUJVJ128F426F2A2,3062.0,TRCHZXW128E079288A,2899.0
TRPSYVF128F428A446,TRFUJVJ128F426F2A2,3935.0,TRDPGXU128F9339C2A,3449.0,TRWSYHO128F4282346,3367.0
TROGTUS128F932D6CB,TRFUJVJ128F426F2A2,4813.0,TRWSYHO128F4282346,4510.0,TREBGAA128E078FC52,3978.0
TRZVPFY128F92E19DF,TRFUJVJ128F426F2A2,6817.0,TRWSYHO128F4282346,6499.0,TRDPGXU128F9339C2A,5836.0
TRGAEVY128F428BEF6,TRFUJVJ128F426F2A2,2094.0,TRDPGXU128F9339C2A,1450.0,TRGLNKG128F9307689,1214.0
TRPTWJT128F422F239,TRFUJVJ128F426F2A2,3968.0,TRUGLTC128F4227B93,3347.0,TRVLIZK128F428845E,3061.0
TRPYGVQ128E078EFE9,TRFUJVJ128F426F2A2,5579.0,TRWSYHO128F4282346,4571.0,TREBGAA128E078FC52,4071.0
TRJNMGP128F92E0427,TRFUJVJ128F426F2A2,3317.0,TRDPGXU128F9339C2A,2241.0,TRBVPVV128F425F14F,2104.0
TRVWMAR128F425A2DA,TRWSYHO128F4282346,7262.0,TRFUJVJ128F426F2A2,7112.0,TREBGAA128E078FC52,6549.0
TRCKZBM128F425A2DD,TRFUJVJ128F426F2A2,1562.0,TRYCBLK12903CE6A0E,1429.0,TRYOUMI128E078F4DE,1412.0
TRCFCHA128F4259A75,TRFUJVJ128F426F2A2,2022.0,TRDPGXU128F9339C2A,1901.0,TRFLWJZ128F425C9E4,1723.0
TRYSJKQ128F4259A73,TRFUJVJ128F426F2A2,1438.0,TRDPGXU128F9339C2A,1407.0,TRWSYHO128F4282346,1226.0
TRAQKVC128F425E65C,TRFUJVJ128F426F2A2,1291.0,TRTLIKK128E07862DA,937.0,TRDPGXU128F9339C2A,894.0
TRUASIU128F425A1D7,TRDPGXU128F9339C2A,6301.0,TRCHZXW128E079288A,6162.0,TRKLJAG128F42B31CF,5834.0
TROLGMC128F4259BB8,TRFUJVJ128F426F2A2,3126.0,TRDPGXU128F9339C2A,2672.0,TRWSYHO128F4282346,2560.0
TRMQMTC128F428A516,TRFUJVJ128F426F2A2,1916.0,TRDPGXU128F9339C2A,1374.0,TRQAWKR128F425EEC3,1296.0
TRQENBA128F426093C,TRFUJVJ128F426F2A2,5138.0,TRWSYHO128F4282346,3017.0,TRGLNKG128F9307689,2935.0
TRJCXHB128F428AC5B,TRFUJVJ128F426F2A2,1601.0,TRDPGXU128F9339C2A,1506.0,TRGUCIR128F933D817,1458.0
TRHWAPL128F428BEEE,TRFUJVJ128F426F2A2,3021.0,TRDPGXU128F9339C2A,2859.0,TRCHZXW128E079288A,2636.0
TRHYIAH128F14825EC,TRDPGXU128F9339C2A,3078.0,TRFUJVJ128F426F2A2,2904.0,TRHNOMB12903CB2544,2783.0
TRWMODL128F92E7E2A,TRFLWJZ128F425C9E4,756.0,TRQAWKR128F425EEC3,664.0,TRFUJVJ128F426F2A2,629.0
TRABGYE128E078278A,TRFGJLT128F1491125,982.0,TRDPGXU128F9339C2A,882.0,TRFUJVJ128F426F2A2,831.0
TRBAQPR128F92F4AB0,TRFUJVJ128F426F2A2,4562.0,TRDPGXU128F9339C2A,3111.0,TREBGAA128E078FC52,2973.0
TRVOTRF128F148AE44,TRFUJVJ128F426F2A2,2719.0,TRDPGXU128F9339C2A,2153.0,TRGLNKG128F9307689,1924.0
TRRERUT128F1477144,TRFUJVJ128F426F2A2,2326.0,TRDPGXU128F9339C2A,2230.0,TRCHZXW128E079288A,1875.0
TRHGTHE128F428B4C3,TRFUJVJ128F426F2A2,6934.0,TRWSYHO128F4282346,6320.0,TRDPGXU128F9339C2A,5203.0
TREIEOO128F42B0099,TRFUJVJ128F426F2A2,13073.0,TRWSYHO128F4282346,11783.0,TRUGLTC128F4227B93,10158.0
TRRZSBO128F428BE44,TRFUJVJ128F426F2A2,9962.0,TRWSYHO128F4282346,7977.0,TREBGAA128E078FC52,7691.0
TRMZSRG128F428BE3F,TRFUJVJ128F426F2A2,7646.0,TRWSYHO128F4282346,6034.0,TRDPGXU128F9339C2A,5794.0
TRENECR128F92DAC48,TRFUJVJ128F426F2A2,9634.0,TRWSYHO128F4282346,7770.0,TRDPGXU128F9339C2A,7549.0
TRIAONH128F9340E62,TRFUJVJ128F426F2A2,10876.0,TRWSYHO128F4282346,10688.0,TRDPGXU128F9339C2A,9690.0
TRFBNCQ128F9302AD9,TRFUJVJ128F426F2A2,6947.0,TRGLNKG128F9307689,6664.0,TRLCWTH128F92C7F82,6474.0
TRPZAPZ128F9341D3E,TRFUJVJ128F426F2A2,12606.0,TRWSYHO128F4282346,10587.0,TREBGAA128E078FC52,10461.0
TRGHYGG12903CAC100,TRFUJVJ128F426F2A2,14094.0,TRDPGXU128F9339C2A,11069.0,TRWSYHO128F4282346,10183.0
TRNEYNN128F92C21F7,TRFUJVJ128F426F2A2,10890.0,TRWSYHO128F4282346,7320.0,TRGLNKG128F9307689,6627.0
TRRSRXG128E07888AF,TRFUJVJ128F426F2A2,5978.0,TRDPGXU128F9339C2A,3913.0,TREBGAA128E078FC52,3615.0
TRONPIZ128F1454219,TRFUJVJ128F426F2A2,7470.0,TRWSYHO128F4282346,6233.0,TREBGAA128E078FC52,5537.0
TRJKYAO128F427420D,TRFUJVJ128F426F2A2,5725.0,TRDPGXU128F9339C2A,4898.0,TRWSYHO128F4282346,4695.0
TRYGRKO128F9343244,TRFUJVJ128F426F2A2,3809.0,TRDPGXU128F9339C2A,3532.0,TRGLNKG128F9307689,2817.0
TROIJDA128F9341E70,TREBGAA128E078FC52,15433.0,TRFUJVJ128F426F2A2,15352.0,TRWSYHO128F4282346,14738.0
TRXTJGV12903CAC0F8,TRFUJVJ128F426F2A2,6246.0,TRWSYHO128F4282346,5069.0,TRDPGXU128F9339C2A,4548.0
TRTWRQD12903CA9E3B,TRFUJVJ128F426F2A2,7585.0,TRWSYHO128F4282346,6058.0,TREBGAA128E078FC52,5574.0
TRWPMRK12903CCDA98,TRFUJVJ128F426F2A2,3217.0,TRDPGXU128F9339C2A,2711.0,TRQAWKR128F425EEC3,2666.0
TRMTTBA128F429A7EC,TRDPGXU128F9339C2A,1334.0,TRCHZXW128E079288A,1294.0,TRBEBJO128C719646B,1197.0
TRWCVWH128F4284EE5,TRFUJVJ128F426F2A2,2512.0,TREBGAA128E078FC52,1823.0,TRWSYHO128F4282346,1817.0
TRQQLZD128F425E9BC,TROIJDA128F9341E70,10886.0,TRFUJVJ128F426F2A2,10599.0,TRWSYHO128F4282346,10137.0
TREAJBV12903CCDA96,TRFUJVJ128F426F2A2,6576.0,TRWSYHO128F4282346,6558.0,TRUGLTC128F4227B93,5179.0
TRDFWVZ128F4284EF0,TRFUJVJ128F426F2A2,4790.0,TRDPGXU128F9339C2A,3914.0,TROIJDA128F9341E70,3563.0
TRFRUCJ128F4284EF2,TRFUJVJ128F426F2A2,5212.0,TRWSYHO128F4282346,4441.0,TREBGAA128E078FC52,3631.0
TRXONIT128F9355F39,TRDPGXU128F9339C2A,9603.0,TRFUJVJ128F426F2A2,8911.0,TRRSNPA128F148C45E,8571.0
TRURHNH128F9355F33,TRFUJVJ128F426F2A2,4309.0,TRCHZXW128E079288A,3490.0,TRDPGXU128F9339C2A,3463.0
TRBVOUE128F92F4B3E,TRDPGXU128F9339C2A,2633.0,TRFUJVJ128F426F2A2,2569.0,TRWSYHO128F4282346,2391.0
TRTAKII128F92E4449,TRFUJVJ128F426F2A2,6853.0,TRWSYHO128F4282346,5753.0,TRDPGXU128F9339C2A,5463.0
TRSHMDQ128F422C1D6,TRFUJVJ128F426F2A2,12543.0,TRWSYHO128F4282346,9064.0,TRDPGXU128F9339C2A,7895.0
TRENMSO128F42AF485,TRFUJVJ128F426F2A2,6506.0,TRWSYHO128F4282346,5421.0,TRGLNKG128F9307689,4687.0
TRTSASI12903CC26E8,TRFUJVJ128F426F2A2,2713.0,TRDPGXU128F9339C2A,2404.0,TRWSYHO128F4282346,1728.0
TRNZNSR128F429F04B,TRFUJVJ128F426F2A2,3485.0,TRWSYHO128F4282346,3029.0,TREXCMT128F933D825,2829.0
TRWFFHM128F92F99C4,TRFUJVJ128F426F2A2,11542.0,TRWSYHO128F4282346,9801.0,TREBGAA128E078FC52,8584.0
TRDIOJU128F931BF15,TRFUJVJ128F426F2A2,4829.0,TRWSYHO128F4282346,4158.0,TRUGLTC128F4227B93,4154.0
TRGYQBU128F9342C87,TRFUJVJ128F426F2A2,4024.0,TRDPGXU128F9339C2A,3548.0,TRCHZXW128E079288A,3165.0
TRVBSAC128F42B6438,TRWSYHO128F4282346,2693.0,TRFUJVJ128F426F2A2,2692.0,TRDPGXU128F9339C2A,2554.0
TRHTGXF128F931BEE7,TRCHZXW128E079288A,4576.0,TRDPGXU128F9339C2A,4515.0,TRKLJAG128F42B31CF,4045.0
TRULIIL128F4228AC8,TRFUJVJ128F426F2A2,2486.0,TRHNOMB12903CB2544,2307.0,TRWSYHO128F4282346,2080.0
TRTKNDU128EF3517DF,TRFUJVJ128F426F2A2,5733.0,TRWSYHO128F4282346,4991.0,TRQAWKR128F425EEC3,4910.0
TRQBNNZ128F92D4F35,TRFUJVJ128F426F2A2,7500.0,TRDPGXU128F9339C2A,6752.0,TRWSYHO128F4282346,6002.0
TRTYGWW128E0794FA2,TRTLIKK128E07862DA,4884.0,TRLINLH128F9346400,4671.0,TRFUJVJ128F426F2A2,2866.0
TRKHTKI128F92EA339,TRFUJVJ128F426F2A2,12297.0,TRDPGXU128F9339C2A,9562.0,TRWSYHO128F4282346,8267.0
TRACTLX128F42A51F6,TRFUJVJ128F426F2A2,2779.0,TRDPGXU128F9339C2A,2489.0,TRFLWJZ128F425C9E4,1976.0
TRHQAPS128F42A51F4,TRFUJVJ128F426F2A2,11299.0,TRDPGXU128F9339C2A,8616.0,TRWSYHO128F4282346,8327.0
TRWMHCZ128F42AE295,TRFUJVJ128F426F2A2,7300.0,TRWSYHO128F4282346,6014.0,TRDPGXU128F9339C2A,5989.0
TRMMTKA128F42A51E7,TRFUJVJ128F426F2A2,3969.0,TRDPGXU128F9339C2A,2558.0,TRWSYHO128F4282346,2487.0
TRPPHPV128F92F0750,TRFUJVJ128F426F2A2,8052.0,TRDPGXU128F9339C2A,6833.0,TRWSYHO128F4282346,6016.0
TRZDKCU128F1456899,TRFUJVJ128F426F2A2,2012.0,TRGUCIR128F933D817,1897.0,TRDPGXU128F9339C2A,1739.0
TRQCFKA128F148A0D5,TRFUJVJ128F426F2A2,6730.0,TRDPGXU128F9339C2A,6249.0,TRWSYHO128F4282346,6026.0
TRPPATZ128F428BA6E,TRFUJVJ128F426F2A2,4315.0,TRUGLTC128F4227B93,4271.0,TRVLIZK128F428845E,4170.0
TRMVVWQ128F422BB64,TRFUJVJ128F426F2A2,4823.0,TRWSYHO128F4282346,4702.0,TREBGAA128E078FC52,4143.0
TRRATGY12903D138DB,TRZZQIP128F92EFEAD,2498.0,TRDOJIR128F42840C0,2336.0,TRTHNFG12903D0CE54,2324.0
TRPSKLI128F425E42C,TREXCMT128F933D825,3509.0,TRFUJVJ128F426F2A2,3469.0,TRDPGXU128F9339C2A,3403.0
TRWQMVZ128E078F1F7,TRFUJVJ128F426F2A2,2306.0,TRBVPVV128F425F14F,1770.0,TRGUCIR128F933D817,1766.0
TRHDTPQ128F147733A,TRFUJVJ128F426F2A2,8724.0,TRWSYHO128F4282346,6834.0,TRQAWKR128F425EEC3,5406.0
TRUVZTN128F424B846,TRFUJVJ128F426F2A2,1905.0,TRWSYHO128F4282346,1729.0,TRDPGXU128F9339C2A,1711.0
TRGPDHJ128F14527D5,TRLINLH128F9346400,2810.0,TRFUJVJ128F426F2A2,2710.0,TRTLIKK128E07862DA,2318.0
TRHKHHL128F4251E2A,TRUGLTC128F4227B93,4652.0,TRVLIZK128F428845E,4357.0,TRFUJVJ128F426F2A2,3318.0
TRAMTEH128F930D496,TRBVPVV128F425F14F,4353.0,TRGUCIR128F933D817,3983.0,TRFSCLD12903CD213F,3978.0
TRCGRJV128F1477322,TRFUJVJ128F426F2A2,2088.0,TRDPGXU128F9339C2A,1679.0,TRQAWKR128F425EEC3,1600.0
TRRVJJF128F9309F02,TRFUJVJ128F426F2A2,4582.0,TRWSYHO128F4282346,4519.0,TRDPGXU128F9339C2A,3630.0
TRDXHIR128F930E030,TRFUJVJ128F426F2A2,2678.0,TRUGLTC128F4227B93,2272.0,TRGLNKG128F9307689,2077.0
TRDTEUX12903CB4AD7,TRFUJVJ128F426F2A2,6045.0,TRWSYHO128F4282346,4927.0,TREBGAA128E078FC52,4284.0
TRVTZTY128E0781E22,TRFUJVJ128F426F2A2,2040.0,TRCHZXW128E079288A,1918.0,TRDPGXU128F9339C2A,1910.0
TRORKSH128F9320C21,TRFUJVJ128F426F2A2,2085.0,TRDPGXU128F9339C2A,1651.0,TRWSYHO128F4282346,1446.0
TRGEMSN128E07944A8,TREXCMT128F933D825,5402.0,TRDPGXU128F9339C2A,4712.0,TRFUJVJ128F426F2A2,4479.0
TRQMVYN128F4250E38,TRFUJVJ128F426F2A2,1908.0,TRWSYHO128F4282346,1729.0,TRDPGXU128F9339C2A,1718.0
TRDJCNG128F9339544,TRXHFMI128F429B2F2,3033.0,TRCHZXW128E079288A,3023.0,TRDPGXU128F9339C2A,2830.0
TRVSWGN12903CB4A44,TRRSNPA128F148C45E,922.0,TROLEFX128E078BD4F,772.0,TRFUJVJ128F426F2A2,704.0
TRNJPBY128F92F621A,TRWSYHO128F4282346,6490.0,TRDPGXU128F9339C2A,5913.0,TREBGAA128E078FC52,5877.0
TRINMBD128F92F6211,TRFUJVJ128F426F2A2,13592.0,TRWSYHO128F4282346,12944.0,TRDPGXU128F9339C2A,10955.0
TRRKBRB128EF35E2DA,TRFUJVJ128F426F2A2,7573.0,TRDPGXU128F9339C2A,6842.0,TRCHZXW128E079288A,6239.0
TRYPJXU128F92F621C,TRFUJVJ128F426F2A2,6656.0,TRDPGXU128F9339C2A,6212.0,TRWSYHO128F4282346,5848.0
TRGNBCC128F92F6218,TRFUJVJ128F426F2A2,11505.0,TRWSYHO128F4282346,10897.0,TRDPGXU128F9339C2A,9802.0
TRDNAVT128F428A246,TRFUJVJ128F426F2A2,2195.0,TRQAWKR128F425EEC3,1431.0,TRDPGXU128F9339C2A,1338.0
TRRHCOS128F4248193,TRTHNFG12903D0CE54,2235.0,TRZZQIP128F92EFEAD,2188.0,TRDOJIR128F42840C0,2053.0
TRFGOUF128F9348838,TRFUJVJ128F426F2A2,3817.0,TRGLNKG128F9307689,3186.0,TRDPGXU128F9339C2A,3168.0
TRQLICG12903CBFAFD,TRFUJVJ128F426F2A2,2963.0,TRWSYHO128F4282346,2877.0,TRGLNKG128F9307689,2360.0
TREKDZI128F146A972,TRFUJVJ128F426F2A2,5488.0,TRUGLTC128F4227B93,4568.0,TRVLIZK128F428845E,4255.0
TRJDXEG128E07820DB,TRFUJVJ128F426F2A2,2535.0,TREXCMT128F933D825,2189.0,TRLTYLK128F92FE6FF,2163.0
TRKHYKB128E0789D42,TRFUJVJ128F426F2A2,4973.0,TRWSYHO128F4282346,3977.0,TRDPGXU128F9339C2A,3941.0
TRDVELE128F932810A,TRFUJVJ128F426F2A2,2450.0,TRDPGXU128F9339C2A,2066.0,TRFLWJZ128F425C9E4,1452.0
TRCONIY128F932A7DA,TRFUJVJ128F426F2A2,5271.0,TRDPGXU128F9339C2A,4785.0,TRWSYHO128F4282346,3872.0
TRWULBB128F42670A3,TRFUJVJ128F426F2A2,4341.0,TRWSYHO128F4282346,3105.0,TRGLNKG128F9307689,2922.0
TROQFYY128F429DBA0,TRFUJVJ128F426F2A2,4587.0,TRDPGXU128F9339C2A,4306.0,TRCHZXW128E079288A,3493.0
TRHFADH128F92E2BE3,TRFUJVJ128F426F2A2,2509.0,TRWSYHO128F4282346,2423.0,TRDPGXU128F9339C2A,2104.0
TROAQBZ128F9326213,TRDPGXU128F9339C2A,4649.0,TRFUJVJ128F426F2A2,4646.0,TRCHZXW128E079288A,4144.0
TRVZCTL128E078F0BE,TRFUJVJ128F426F2A2,5431.0,TRHGZOJ128F14A2ED0,4639.0,TRGLNKG128F9307689,4343.0
TRAERPT128F931103E,TRFUJVJ128F426F2A2,5512.0,TRDPGXU128F9339C2A,4177.0,TRWSYHO128F4282346,4150.0
TRQXTQT128E0781DA7,TRWSYHO128F4282346,2633.0,TRDPGXU128F9339C2A,2473.0,TRFUJVJ128F426F2A2,2374.0
TRAUYZG12903CDA4E9,TRFUJVJ128F426F2A2,7508.0,TRDPGXU128F9339C2A,6756.0,TRWSYHO128F4282346,6284.0
TRGESLP12903CE31C8,TRFUJVJ128F426F2A2,6716.0,TRWSYHO128F4282346,6492.0,TRGLNKG128F9307689,4885.0
TRPAYRK128E0792986,TRFUJVJ128F426F2A2,4959.0,TRGUCIR128F933D817,4298.0,TRBVPVV128F425F14F,4243.0
TRKMXIA128F4299423,TRFUJVJ128F426F2A2,2391.0,TRWSYHO128F4282346,2099.0,TREBGAA128E078FC52,1814.0
TRTQRHY128F4241AFD,TRFUJVJ128F426F2A2,5229.0,TRDPGXU128F9339C2A,4046.0,TRBEBJO128C719646B,3444.0
TRXIEYZ128E078891B,TRFUJVJ128F426F2A2,4719.0,TRWSYHO128F4282346,4640.0,TREBGAA128E078FC52,4321.0
TRTGMIX128EF35E2B9,TRFUJVJ128F426F2A2,4296.0,TRUGLTC128F4227B93,3898.0,TRWSYHO128F4282346,3534.0
TRHPKWO128F92E01D5,TRFUJVJ128F426F2A2,9419.0,TRDPGXU128F9339C2A,6572.0,TRWSYHO128F4282346,6061.0
TRDMUWU128E078EDDB,TRCHZXW128E079288A,5761.0,TRKLJAG128F42B31CF,5532.0,TRXHFMI128F429B2F2,5293.0
TRXEAZB128E078EDCE,TRDPGXU128F9339C2A,1654.0,TRFLWJZ128F425C9E4,1620.0,TRFUJVJ128F426F2A2,1569.0
TRLKNKC128F42BC213,TRZZQIP128F92EFEAD,3476.0,TRDOJIR128F42840C0,3220.0,TRBVPVV128F425F14F,1979.0
TRVQBRZ128F423EEDC,TRFUJVJ128F426F2A2,3474.0,TRDPGXU128F9339C2A,3262.0,TRWSYHO128F4282346,2985.0
TRBNXZS12903D0A686,TREAUAV128EF33FE50,2005.0,TRSABJR128F429C84B,2000.0,TRRHCLC128F427D727,1840.0
TRGGBKA128F428E461,TRDPGXU128F9339C2A,1264.0,TROIJDA128F9341E70,1222.0,TRCHZXW128E079288A,1219.0
TRICQHX128F93269FC,TRFUJVJ128F426F2A2,3248.0,TRDPGXU128F9339C2A,2799.0,TRGLNKG128F9307689,2409.0
TRAFWEV128F428D391,TRFGJLT128F1491125,1168.0,TRCETEN128F42AD6D0,932.0,TRIJLHF128F9322FE4,909.0
TRJRIBM128E0788E18,TRFUJVJ128F426F2A2,5496.0,TRWSYHO128F4282346,4564.0,TRDPGXU128F9339C2A,4194.0
TRIVTJA128F92C1E80,TRDPGXU128F9339C2A,5072.0,TRFUJVJ128F426F2A2,4981.0,TRCHZXW128E079288A,3802.0
TRFLRXQ128F4280CCC,TRFUJVJ128F426F2A2,3523.0,TRDPGXU128F9339C2A,2279.0,TRFLWJZ128F425C9E4,1809.0
TRYBPGK128F4255BE3,TRFUJVJ128F426F2A2,7670.0,TRWSYHO128F4282346,6745.0,TREBGAA128E078FC52,6282.0
TRGXNCJ128F425FB1C,TRDPGXU128F9339C2A,570.0,TRCHZXW128E079288A,522.0,TRRSNPA128F148C45E,477.0
TRFNRGN128E0791E0E,TRFUJVJ128F426F2A2,4443.0,TRWSYHO128F4282346,3252.0,TRDPGXU128F9339C2A,3012.0
TROLTZX128E0791C1A,TRFUJVJ128F426F2A2,3227.0,TRBVPVV128F425F14F,3205.0,TRGUCIR128F933D817,3145.0
TRJZZCN128E07938C5,TRFUJVJ128F426F2A2,7001.0,TRWSYHO128F4282346,6435.0,TREBGAA128E078FC52,5628.0
TRCZLLQ128E0792778,TRFUJVJ128F426F2A2,5843.0,TRWSYHO128F4282346,5555.0,TREBGAA128E078FC52,4630.0
TRUIAKW128F428C787,TRFUJVJ128F426F2A2,2221.0,TRDPGXU128F9339C2A,1948.0,TRGUCIR128F933D817,1874.0
TRCRHFK128F427FD8F,TRFUJVJ128F426F2A2,3707.0,TRDPGXU128F9339C2A,2735.0,TRWSYHO128F4282346,2468.0
TRMOUUU128F14ADE16,TRFUJVJ128F426F2A2,5271.0,TRWSYHO128F4282346,4153.0,TRDPGXU128F9339C2A,3679.0
TRCURQD128F427C75B,TRBVPVV128F425F14F,5163.0,TRGUCIR128F933D817,4137.0,TRFUJVJ128F426F2A2,3732.0
TRRKJGZ128F148128F,TRFUJVJ128F426F2A2,5348.0,TRDPGXU128F9339C2A,5240.0,TRCHZXW128E079288A,4451.0
